,Return AMZN,Returns S&P
,-1.188787943,-0.43261731
,-0.519998165,-0.29041929
,-0.553035765,-0.753196341
,1.786299809,1.886128802
,-0.417944991,0.232656056
,1.092346632,0.509376337
,-0.925811593,0.062063372
,-0.136626696,0.041359991
,-0.561256804,0.218605046
,-0.133278035,-0.125268525
,0.322144468,-0.012815416
,1.797713571,0.113899121
,1.724578722,0.707542076
,-0.157443271,0.187038345
,-0.340585141,-0.002117484
,-0.375160504,-0.350366686
,1.512829174,0.022637742
,-0.784645359,-0.810499947
,1.864763437,0.643398847
,-0.743379231,-0.048913479
,0.893830004,-0.080850863
,0.409543385,0.084399268
,-0.36485791,-0.78364299
,0.829143046,0.506047006
,-0.157210147,-0.116663957
,-0.671932898,-0.106823165
,2.074030911,2.022953682
,3.04027557,0.404179511
,-0.79423115,-0.616680573
,-0.553865998,0.313005242
,-0.015643653,0.20905056
,1.787313767,1.617817171
,0.395006953,0.395113577
,-1.259472835,-0.312958346
,0.290275966,-0.128059505
,1.12600119,0.118485206
,-0.333019127,-0.054087995
,-1.288895286,-0.00753223
,-1.042427687,-0.223514954
,-0.922608742,-1.055738954
,-1.111281017,-0.575325354
,2.733942679,0.960272762
,-0.888612054,-0.448780791
,-0.91245947,0.264799747
,-0.561068302,0.087190689
,2.100682142,0.361785713
,1.762280743,0.714882161
,-0.755327865,-0.03216406
,0.212527078,-0.346272396
,-3.176609561,-0.994018254
,-2.407617798,-0.620725496
,-0.314795129,0.019537028
,-0.76452343,-0.297054496
,0.748140137,0.804547071
,-0.098332796,1.021755577
,1.444789574,0.410860597
,-1.07243947,-0.244671963
,-2.000687931,-1.671014501
,-2.625842544,0.043948576
,0.226451849,-1.454923502
,-2.515254881,-0.309015223
,-2.467951385,0.299106516
,6.646563619,-0.072924807
,-2.271235513,0.015586771
,-0.322560116,1.086721285
,0.120543756,-0.942371849
,0.818431564,0.216147163
,1.36898279,0.78225092
,-2.342426443,-2.399048464
,-2.050524364,-1.227993293
,-0.458497471,0.169725141
,0.070675828,0.013047886
,0.057388484,-0.399338348
,-1.623885745,-1.39488704
,-1.05963836,-0.159481582
,2.077095054,0.482827486
,1.969558971,1.966737691
,1.756282364,0.066316648
,1.801621404,0.231749315
,0.77421072,1.294220199
,1.54707946,-0.203164402
,-0.090345785,-0.524029393
,1.512742977,0.782533126
,1.669448845,0.426055324
,0.309941832,0.016249466
,-0.684743701,-0.475651933
,0.859160836,-0.171127571
,0.580513809,0.158360732
,-0.232595062,0.330113578
,-0.03947221,0.291666208
,-2.195521652,0.033850357
,1.17162114,0.652753132
,0.425910886,0.044813888
,-0.202777352,-0.634148977
,-0.823279365,-0.41439756
,1.856727218,1.180068783
,2.543594939,1.142118587
,-0.929810157,-0.761814524
,1.351349779,0.547310413
,-1.766948052,-0.942294446
,0.659498055,-0.244327881
,-3.939391584,-0.47989567
,-0.128791018,-0.121918459
,-1.268535139,-1.111144576
,2.294225063,1.680002678
,2.534671915,2.508611628
,0.453678818,-0.208779554
,0.258865741,0.485330026
,3.529487205,-0.312800322
,-0.777801399,-0.324763971
,-0.011262365,0.265234596
,-0.379924848,0.756869971
,0.97510749,-0.004751492
,1.771925282,-0.093110483
,-0.304800556,0.112803322
,-1.098323291,0.019697247
,0.574710241,0.562706019
,0.604492803,0.339749234
,-0.711770448,0.441833222
,-0.772813451,0.150634192
,1.975803786,0.00066142
,3.778366509,0.54307089
,-2.83931757,-0.185133412
,-5.85189127,0.509300371
,4.656542166,-0.390724475
,-2.697748363,-0.256659223
,-0.18850147,1.000251349
,-1.91250787,-1.16058327
,2.62318974,1.036263214
,-1.765279481,0.054901982
,-0.761795226,-0.180703075
,0.658779404,0.564199454
,-1.82608548,-0.060630128
,0.577629871,0.159400117
,4.078793503,0.059208755
,-0.085393261,0.069043338
,-1.553376212,-0.104562791
,1.742622826,0.730969422
,-1.245911362,-1.248171128
,-0.176576356,-0.632300532
,-0.195720096,0.873421362
,-2.113203925,-1.847927558
,-0.196448658,0.609087631
,1.488715086,1.264569924
,0.386711515,-0.086445312
,0.554708337,0.232115915
,2.735623998,0.460012655
,0.903964999,0.952055194
,-0.655281745,0.108392514
,0.032865046,0.181484373
,0.113123152,0.447112875
,-1.081730308,0.324381887
,1.059846372,-0.240614589
,0.353222508,0.131318976
,-3.461634021,0.558735156
,-1.486107804,-0.161977356
,-1.512407591,-0.552556996
,-0.575545413,-0.242546988
,0.338724066,0.667516374
,-1.523518224,-0.831692368
,1.706032303,0.714864392
,-0.673459943,-0.334562979
,1.661769733,0.775496376
,1.898799512,-0.058852309
,0.447546601,0.404846287
,-1.848189411,-0.448361657
,0.651526137,0.515893386
,-1.642616794,-1.060213348
,0.019296289,0.404027897
,-1.39927311,-0.430414506
,1.349092617,0.628295877
,0.842168021,0.353806577
,1.380476363,1.211544326
,1.900478825,0.35459564
,1.112920167,-0.284079798
,-1.9053811,-2.323412504
,1.710960904,1.420584087
,-1.830562878,-1.443131335
,-3.029722221,-0.672355635
,0.346325034,0.880898928
,1.233138741,0.465079822
,2.009648319,1.036531262
,-0.044634356,0.000634032
,2.178643939,0.402661449
,-7.516147524,-0.184381184
,-2.009776484,0.71603153
,1.616555102,0.248181746
,-2.223022811,-0.935147258
,1.725354117,0.936400403
,2.15440573,1.047956387
,-0.907021828,0.190596109
,0.782946819,0.52166392
,0.367918152,0.413053858
,0.570509222,-0.369391775
,1.324978219,0.431234363
,0.333247165,0.004288884
,1.433842229,1.009106679
,-0.661816639,0.51011032
,-0.919582508,-0.502233163
,2.16479714,1.024741198
,-0.844604952,-0.070786862
,0.458529396,0.172090461
,-2.21888471,-0.830807391
,-0.442108749,-0.292811521
,-0.022920122,-0.055151739
,2.098263855,0.63209621
,-0.660642008,-0.70729367
,0.48838779,0.366362522
,0.884293957,-1.441057696
,-0.865550444,0.591844004
,-0.443123998,-0.552604797
,0.551731064,-1.387555487
,0.246719377,0.845445465
,3.319566154,1.274991435
,1.505570965,-0.034687343
,-2.263299968,-1.020526436
,-1.138263157,-0.840477669
,1.505159689,1.467606859
,-0.65481663,-0.590240114
,1.474533767,0.753887581
,1.321876969,0.776096371
,-1.285917816,-1.39483014
,-1.71142754,-2.532842483
,-0.029267375,0.266621949
,-1.01109384,-1.221936903
,0.545426468,0.945245626
,1.994029963,0.954479
,-0.007212495,0.618069105
,0.050433688,-0.429878906
,1.575624849,0.538919983
,0.576148122,-0.054505676
,0.105674237,0.082370782
,0.649229698,1.015004603
,1.634116538,0.523780504
,0.32295878,0.720366172
,0.274034364,0.018157607
,2.47652553,1.346321312
,2.598912467,0.30817297
,-0.319149951,0.137393539
,0.097805172,-0.371565528
,0.591335471,0.27702064
,-1.494811481,0.502034175
,0.367619808,0.160875576
,-0.57498801,0.203096226
,-0.800617293,-0.185365349
,-0.706668274,-0.381850318
,1.480915609,0.255321023
,2.798322349,0.082795119
,-1.912340508,-0.374303396
,-1.212813978,0.037374715
,-0.394282767,-0.013641883
,1.433800974,1.246258844
,-0.446068503,0.163911419
,-1.064121443,-0.14809307
,-0.079765353,-0.573947311
,-1.285027881,-0.38131257
,-0.394841992,0.38779209
,0.512655423,-0.357634773
,-0.191938097,-0.115358572
,-0.921010467,0.277220973
,-0.898676843,-0.519006291
,-1.685713417,-1.438456533
,-0.577639575,-0.331006748
,0.262978108,-0.591777768
,0.530853407,0.38139131
,-0.881644792,-0.579636961
,1.797019919,0.858244168
,0.096594684,0.393924187
,-1.318966396,-0.404783941
,-1.86202726,-1.600153934
,0.23110498,0.274387763
,0.848729902,0.196147664
,-1.062032031,-0.317936704
,2.74508339,0.415557533
,1.662021286,0.808418761
,0.156528764,0.120913154
,0.59664528,0.005442973
,1.292899167,0.994328214
,0.216639485,0.731894031
,-0.239990115,0.304763482
,-0.260661802,-0.338614186
,-0.31501484,0.271100148
,-0.626290799,0.567700868
,2.702466864,0.420886949
,2.551253546,1.210412169
,0.009613678,-0.184465432
,1.362210129,-0.724305417
,-1.545036901,-0.473075873
,0.8439726,-0.260052157
,-0.472259406,-0.274322491
,1.734431955,0.34793656
,-0.665476407,-0.40821217
,-1.072147347,-0.604747988
,2.623296831,0.796672458
,-0.137187682,-0.066689194
,-1.810303289,-0.901997254
,1.350603955,0.702846681
,-2.864745122,-0.854274761
,-2.217743402,-1.240874996
,-1.662659196,0.057374158
,2.30040032,2.159562337
,1.857015913,0.626659528
,-0.061134509,0.406644145
,-1.393643674,-0.708878958
,1.326024424,1.373280403
,0.090139081,0.672131421
,5.679188755,0.65274057
,-0.759877016,0.009173211
,1.851400995,0.572111637
,-1.75341936,-0.47357532
,1.654128491,0.325283831
,8.970940699,0.438521482
,-1.449685387,0.132881605
,1.259625427,0.556866132
,-0.447657495,-0.488784937
,0.813677465,-0.384677083
,-1.391389059,0.289921465
,-0.072452424,0.356419934
,0.04181124,-0.280953084
,-0.757977525,0.425646841
,-3.607443832,-1.32704361
,1.945670797,1.333820883
,1.155132679,0.072267046
,-1.37804058,-0.237320587
,1.895912828,0.806275295
,3.090263613,0.482559676
,0.480612132,0.42131465
,-0.81322811,-0.370505275
,-0.339203468,-0.204505518
,-0.651538358,-0.3642236
,1.73622752,0.809570572
,0.91469816,0.49491904
,1.156302869,-0.126414118
,1.248015549,0.01497935
,1.390501546,0.248199842
,1.771092935,-0.078599797
,-0.335914157,-0.272272399
,-1.9666985,-0.319795599
,0.337387621,-0.130434301
,-0.381595904,-0.434901621
,0.637776193,1.117519514
,-0.533789858,0.181545108
,0.748054777,-0.31847249
,-1.452029354,-1.138139744
,-0.246254446,-0.377768855
,0.781200341,-0.010141545
,1.223489106,0.630015226
,-0.339936721,-0.31058059
,2.121031813,1.651090578
,-0.194650635,-0.058009697
,1.75828402,0.480715505
,0.178855616,0.530402892
